Summary,Keywords,Meaningful keywords,IoCs
"Nitrokod Crypto Miner Infected Over 111,000 Users with Copies of Popular Software
https://t.co/km2HXp0tkf 

A Turkish-speaking entity called Nitrokod has been attributed to an active cryptocurrency mining campaign that involves impersonating a desktop application for Google ... https://t.co/UO6y9f4yw5","[['nitrokod', 'users', 'crypto', 'copies', 'miner', 'popular', 'software', 'cybersecurity', 'news', 'infosec']]","[""['nitrokod', 'malware']""]",none
"Trend Micro Play Ransomware's Attack Playbook Similar to that of Hive, Nokoyawa: Play is a new ransomware that takes a page out of Hive and Nokoyawa's playbook. The many similarities among them indicate that Play, like Nokoyawa, are operated by the same… https://t.co/MRK2N6N31C https://t.co/RryMM5CPUb","[['nokoyawa', 'ransomware', 'playbook', 'hive', 'play', '@trendmicro', 'page', 'trend', 'micro', 'attack']]","[""['nokoyawa', 'person']""]",none
"Researchers Find a Way Malicious NPM Libraries Can Evade Vulnerability Detection: New findings from cybersecurity firm JFrog show that malware targeting the npm ecosystem can evade security checks by taking advantage of an ""unexpected behavior"" in the… https://t.co/vhYlJWmpeZ","[['npm', 'jfrog', 'security', 'malware', 'sonatype', 'detection', 'checks', 'cybersecurity', 'package', 'behavior']]","[""['jfrog', 'organization']""]",none
"BlackBerry observed that #RomCom (remote access trojan) threat actors were cloning official download pages for SolarWinds Network Performance Monitor (NPM), #KeePass password manager, and PDF Reader Pro to disguise malware as legal apps.

#cybersecurity https://t.co/NpomGYKcjt","[['keepass', 'solarwinds', 'romcom', 'npm', 'rat', 'malware', 'campaign', 'veeam', 'brands', 'cybersecurity']]","[""['blackberry', 'system'], ['solarwinds', 'malware'], ['romcom', 'organization'], ['keepass', 'malware']""]",['C:\\Users\\user\\AppData\\Local\\Temp\\winver.dll']
"My new fav tweet:

A Russian #ransomware group dubbed ""OldGremlin"" has been attributed to 16 multi-million dollar campaigns targeting businesses in Russia. Read: https://t.co/XEEPwUdoHp #infosec #cybersecurity #hacking #malware

— The Hacker News (@TheHackersNews) Oct 20, 2022
…","[['russian', 'entities', 'multi', 'ransomware', 'dozen', '-', 'oldgremlin', 'scheme', 'million', 'cybersecurity']]","[""['oldgremlin', 'malware'], ['russian', 'norp']""]","['CVE-2020-3433', 'CVE-2020-3153']"
"Post-Macro World Sees Rise in #Microsoft #OneNote Documents Delivering #Malware
https://t.co/oCVxEXjwUF

#Phishing attacks deliver #AsyncRAT, #RedLineStealer, #AgentTesla, #DOUBLEBACK, #QuasarRAT, #XWorm, #Qakbot, #BATLOADER, #FormBook.
#CyberSecurity #InfoSec #CyberCrime","[['microsoft', 'onenote', 'rise', 'world', 'sees', 'documents', 'malware', 'post', '-', 'attacks']]","[""['microsoft', 'organization'], ['onenote', 'malware']""]",['attachments.one']
"Netflix-style Ransomware Makes Your Organisation’s Data The Prize In A Dark Subscription Economy

https://t.co/gnbWYmLnt9

#infosec #cybersecurity #cybersecurityawareness #cybercrime #cyberthreats #codinglife #computertech #developerslife #worldwideweb #technewsupdates https://t.co/QDw3QTbZg0","[['style', 'economy', 'netflix', 'subscription', 'ransomware', 'prize', 'organisation', 'data', 'dark', 'cybersecurity']]",none,none
"The #ViceSociety group may have outsourced the development of a new custom-branded #ransomware dubbed #PolyVice that implements a robust encryption scheme using NTRUEncrypt and ChaCha20-Poly1305 algorithms.
#CyberSecurity #InfoSec #malware https://t.co/p0ehAfE7s5","[['ransomware', 'group', 'vice', 'society', 'threat', 'cybersecurity', 'custom', 'development', 'outsourced', 'vicesociety']]",none,none
Attackers switch to self-extracting password-protected archives to distribute email #malware https://t.co/5faRaJePbH #CSO,"[['password', 'malware', 'self', 'archives', 'email', 'attackers', 'cybersecurity', 'security', 'attack', '@csoonline']]","[""['cso', 'indicator']""]",none
"UPDATE! We don’t have much time to reach our goal! Ivory is forced to meet the administration TODAY! Give whatever you have! We don’t have much time but I want to reach the goal ASAP

$1,890.19/$6,000

CshApp: $tylapng
Venmo: tylapng 
PayPal: poisonxivory","[['cybersecurity', 'infosec', 'devices', 'technology', 'hacker', 'groups', 'hacking', 'passwords', 'paypal', 'dozens']]","[""['today', 'date']""]",none
"Have you heard about Pegasus spyware and citizen surveillance? Learn more about this mobile-based malware and what it does.

#PegasusSpyware #MobileSecurity #DwyerIT #msp #oralsurgery #dentistry #dentist #dental #cybersecurity #managedserviceprovider #tech https://t.co/exkVNHgkZE","[['mobilesecurity', 'pegasusspyware', 'pegasus', 'spyware', 'citizen', 'surveillance', 'msp', 'malware', 'cybersecurity', 'mobile']]","[""['pegasus', 'malware'], ['nso', 'org'], ['citizen', 'organization']""]",['8:49 a.m']
"Tech Update: A crafty new email scam uses blank images and a trusted brand name to lead you and your people to download malware. Fall victim and you risk losing your data

Visit our blog for more ➡️ https://t.co/wxxs5NwQS0

#PhishingScam #Cybersecurity #BusinessIT https://t.co/P8uCU0Tr6t","[['phishingscam', 'businessit', 'cybersecurity', 'brand', 'scam', 'email', 'malware', 'tech', 'images', 'data']]",none,none
New Evil PLC Attack Weaponizes PLCs to Breach OT and Enterprise Networks: Cybersecurity researchers have elaborated a novel attack technique that weaponizes programmable logic controllers (PLCs) to gain an initial foothold in engineering workstations and… https://t.co/YKOueBaYep https://t.co/hTRG87YkwW,"[['plcs', 'attack', 'evil', 'plc', 'weaponizes', 'networks', 'ot', 'enterprise', 'breach', 'new']]","[""['sucuri', 'indicator'], ['bnp005', 'indicator']""]",none
"Microsoft Uncovers New Post-Compromise Malware Used by Nobelium Hackers

Microsoft linked to ""highly targeted"" post-exploitation malware that could be used to maintain persistent access to compromised environments. MagicWeb is ...
#Microsoft #Politics
https://t.co/7PzOY3Iizo","[['malware', 'microsoft', 'nobelium', 'infosec', 'hackers', 'post', 'magicweb', 'cybersecurity', 'solarwinds', 'supply']]","[""['microsoft', 'organization'], ['nobelium', 'malware'], ['magicweb', 'malware'], ['apt29', 'indicator']""]",none
Hackers Using PowerPoint Mouseover Trick to Infect System with Malware: The Russian state-sponsored threat actor known as APT28 has been found leveraging a new code execution method that makes use of mouse movement in decoy Microsoft… https://t.co/wxQqI0ONgG DeepBlue Security https://t.co/bLnf5jvG1s,"[['powerpoint', 'mouseover', 'malware', 'apt28', 'graphite', 'hackers', 'threat', 'cybersecurity', 'security', 'microsoft']]",none,['C:\\ProgramData\\lmapi2.dll']
"https://t.co/cZ72ulgEN0 Ransomware Attack Impacts 258K at FL Urgent Care Center
Fast Track Urgent Care Center began notifying 258,411 individuals of the 2021 PracticeMax ransomware attack that resulted in unauthorized data access.
#imagnumhealthcare  #medicalcoding #Data","[['urgent', 'care', 'center', 'attack', 'fl', 'k', 'practicemax', 'ransomware', 'data', 'track']]",none,none
"Prilex PoS Malware Evolves to Block Contactless Payments to Steal from NFC Cards
https://t.co/g2udxjIXva 

Feb 01, 2023Ravie LakshmananPayment Security / Risk
The Brazilian threat actors behind an advanced and modular point-of-sale (PoS) malware known as Prilex have reared... https://t.co/mD9ujPdRxH","[['malware', 'prilex', 'pos', 'credit', 'sale', 'cards', 'point', 'card', 'nfc', 'contactless']]",none,none
"New 'RisePro' Infostealer Increasingly Popular Among Cybercriminals: A recently identified information stealer named ‘RisePro’ is being distributed by pay-per-install malware downloader service ‘PrivateLoader’, cyberthreat firm Flashpoint reports. 
… https://t.co/nQNmFNrnjc","[['malware', 'risepro', 'install', 'privateloader', 'cybersecurity', 'alert', 'service', 'stealer', 'ppi', 'security']]","[""['risepro', 'organization'], ['flashpoint', 'organization']""]",['my-rise.cc']
"LV Ransomware Exploits ProxyShell in Attack on a Jordan-based Company

#Ransomware , #ProxyShell, #RaaS #LV #Jordan #Middleeast https://t.co/G3ihEbGsqA","[['ransomware', 'jordan', 'lv', 'attack', 'company', 'proxyshell', 'exploits', 'cybersecurity', 'blog', 'infosec']]","[""['jordan', 'gpe'], ['proxyshell', 'org']""]","['91.132.138.221', '195.242.213.155', '91.132.138.213', '213.232.87.177', '138.199.47.184', '182.82.219.201', '185.82.219.201', '185.82.217.131', 'b8ff09abead5baf707b40c84caf58a3a46f1e05a', 'b7d57bfbe8aa31bf4cacb960a390e5a519ce2eed', 'f25c9b5f42b19898b2e3df9723bce95cf412a8ff', '027889533afe809b68c0955a7fc3cb8f3ae33c08', '9e0026572e3c839356d053cb71b8cbbbacb2627b', '2e02a6858b4e8dd8b4bb1691b87bc7d5545297bc', '3e4a30a16b1521f8a7d1855b4181f19f8d00b83b', '3ffc87d9b429b64c09fcc26f1561993c3fb698f4', '49c35b2916f664e690a5c3ef838681c8978311ca', '9cb059d2c74266b8a42017df8544ea76daae1e87', 'fc0d749c75ccd5bd8811b98dd055f9fa287286f7', '97822c165acd1c0fd4ff79bbad146f93f367e18c', '1b67e4672b2734eb1f00967a0d6dd8b8acc9091e', 'CVE-2021-26855', 'CVE-2021-27065', 'CVE-2021-34473', 'CVE-2021-34523', 'CVE-2021-31207']"
"Researchers discovered a private #Telegram channel-based backdoor in the information stealing #malware, dubbed Prynt Stealer, which its developer added with the intention of stealing a copy of victims' data when used by other #cybercriminals. Read more: 🔗https://t.co/PUWsqZGYDL https://t.co/GaoNB82MyR","[['backdoor', 'prynt', 'stealer', 'cybercriminals', 'data', 'information', 'victims', 'channel', 'malware', 'cybersecurity']]",none,none
"Fortinet Threat Research Blog | Ransomware Roundup – Monti, BlackHunt, and Putin Ransomware https://t.co/tJA00uykKc","[['ransomware', 'blackhunt', 'putin', 'monti', 'roundup', 'fortinet', 'variants', 'cybersecurity', 'new', '|']]","[""['fortiguard', 'organization'], ['blackhunt', 'malware'], ['fortinet', 'organization'], ['ransomware', 'org']""]",none
"Researchers have identified a new Python-based #malware that uses WebSockets for both command and control communication and data exfiltration.

Read details: https://t.co/sgBi6eWaSf

#infosec #informationsecurity #cybersecurity #hacking #programming","[['python', 'websockets', 'malware', 'detection', 'cybersecurity', 'rat', 'campaign', 'attack', 'ration', 'researchers']]","[""['python', 'system']""]",none
"just in: Crooks use HTML smuggling to spread QBot malware via SVG files https://t.co/oJ9jtLIwD7 #blog #infosec #netsec #news
#netsec #cybersecurity #infosecurity #infosec","[['malware', 'qbot', 'svg', 'files', 'windows', 'systems', 'smuggle', 'html', 'cybersecurity', 'hacking']]","[""['github', 'system'], ['git', 'indicator']""]",none
"New wave of data-destroying ransomware attacks hits QNAP NAS devices

Deadbolt is back. 

Current campaign targets QNAP's Photo Station, allegedly a 0-day but no disclosued CVE number. Firmware update apparently fixes the exploit.

#cybersecurity

https://t.co/pk8fzzrsWi","[['qnap', 'ransomware', 'attacks', 'wave', 'data', 'nas', 'devices', 'new', 'news', 'hits']]","[""['qnap', 'organization'], ['nas', 'org'], ['deadbolt', 'malware']""]",none
"RansomEXX claims ransomware attack on Sea-Doo, Ski-Doo maker

The RansomEXX ransomware gang is claiming responsibility for the cyberattack against Bombardier Recreational Products (BRP), disclosed by the company on August 8, 2022. [...]

via BleepingComputer (author: Bill To…","[['doo', 'sea', 'ski', 'attack', 'maker', 'ransomexx', 'cybersecurity', 'brp', 'ransomware', 'claims']]",none,none
"News Alert!

New IoT RapperBot Malware Targeting Linux Servers via SSH Brute-Forcing Attack 

Source: https://t.co/jC1HcsufSN 

#HackersAcademy #cybersecurity #ethicalhacking #SecurityNews #infosec #hacking #hacker https://t.co/DXmRdttmoX","[['linux', 'ssh', 'servers', 'brute', 'rapperbot', 'malware', 'targeting', 'attack', 'forcing', 'iot']]",none,['~/.ssh']
"Updated RapperBot malware targets game servers in DDoS attacks

The Mirai-based botnet 'RapperBot' has re-emerged via a new campaign that infects IoT devices for DDoS (Distributed Denial of Service) attacks against game servers. [...]

via BleepingComputer (author: Bill Toulas).","[['attacks', 'servers', 'rapperbot', 'malware', 'ddos', 'botnet', 'mirai', 'game', 'devices', 'campaign']]","[""['rapperbot', 'malware'], ['bill', 'indicator']""]",none
"🚨 HeadCrab Alert! A new stealthy botnet #malware that is undetectable by various antivirus solutions has infected over 1,200 Redis servers worldwide for illegal #cryptocurrency mining.

Read: https://t.co/wuHoCPddH2

#datasecurity #informationsecurity #hacking","[['servers', 'redis', 'headcrab', 'malware', 'new', 'threat', 'stealthy', 'monero', 'botnet', 'ensnares']]",none,['CVE-2022-0543']
"New Go-based #Redigo malware targets #Redis servers

https://t.co/iBjCXZq6G6

#Golang #zeroday #ZeroTrust #cybercrime #hackers #privacy #APT #bot #CISO #100DaysOfCode #DataPrivacy #Phishing #hacking #CyberAttack #cybersecurity #Security #infosec #OpenSource #Python #javascript","[['redis', 'redigo', 'malware', 'new', 'servers', 'backdoor', 'cybersecurity', 'vulnerability', 'deploy', 'hackers']]",none,"['exp_lin.so', 'CVE-2022-0543']"
"☣️Latest news: Our @BlackBerry #threatintel team just found #RomCom using trojanized versions of #SolarWinds NPM, #KeePass Password Manager, and #PDFReader Pro, to target victims in Ukraine &amp; UK

IoCs, YARA rules &amp; other details in our blog: https://t.co/g2HHRrY2sr https://t.co/RQpNLo8m5v","[['romcom', 'keepass', 'solarwinds', 'rat', 'software', 'malware', 'versions', 'cybersecurity', 'npm', 'rogue']]","[""['blackberry', 'system'], ['solarwinds', 'malware'], ['romcom', 'organization'], ['keepass', 'malware'], ['ukraine', 'gpe']""]","['wveeam.com', 'C:\\Users\\user\\AppData\\Local\\Temp\\winver.dll', '1a21a1e626fd342e794bcc3b06981d2c']"
"Russia-linked APT29 abuses Microsoft 365 features to evade detection #Mandiant, #APT29, #Russia, #Microsoft, #APT https://t.co/xPRIdaLOZZ https://t.co/3viMVTSjRR","[['russia', 'apt29', 'malware', 'windows', 'attacks', 'feature', 'new', 'cybersecurity', 'group', 'microsoft']]","[""['microsoft', 'organization'], ['russia', 'gpe'], ['mandiant', 'organization'], ['apt29', 'organization']""]",['CVE-2022-30170']
New Russian-Backed Gamaredon's Spyware Variants Targeting Ukrainian Authorities: The State Cyber Protection Centre (SCPC) of Ukraine has called out the Russian state-sponsored threat actor known as Gamaredon for its targeted cyber… https://t.co/Lhdj2LmprE DeepBlue Security https://t.co/DhQt5nxNM3,"[['spyware', 'gamaredon', 'variants', 'targeting', 'russian', 'ukrainian', 'new', 'authorities', 'cybersecurity', 'threat']]","[""['ukraine', 'gpe'], ['gamaredon', 'malware'], ['russian', 'norp']""]",['195.189.96.64']
"Russian cybergangs stole over 50 million passwords this year

At least 34 distinct Russian-speaking cybercrime groups using info-stealing malware like Raccoon and Redline have collectively stolen 50,350,000 account passwords from over 896,000 individual infections from Janua…","[['passwords', 'groups', 'cybercrime', 'malware', 'july', 'january', 'info', 'account', 'raccoon', 'russian']]","[""['russian', 'language'], ['redline', 'malware'], ['raccoon', 'malware']""]",none
"34 Russian Hacker Groups Stole Over 50 Million Passwords with Stealer Malware
https://t.co/TCGAHjVDDC 

As many as 34 Russian-speaking gangs distributing information-stealing malware under the stealer-as-a-service model stole no fewer than 50 million passwords in the first s... https://t.co/8LSKWZMZSX","[['stealer', 'malware', 'service', 'passwords', 'russian', 'groups', 'gangs', 'information', 'model', 'cybercrime']]","[""['russian', 'norp'], ['philippines', 'gpe']""]",none
"There's a crypto crook on the loose. The Rust-based #LucaStealer #malware has multiple information-stealing functions but primarily targets password managers &amp; #cryptocurrency wallets. 

Get the technical analysis, #YARArule, #IoCs and more. https://t.co/e7K1VWEWEJ","[['https://t.co/r2epsnlsbo', 'https://t.co/gky9fempvg', 'https://t.co/m8mrzmlquy', 'https://t.co/oqc1scqwiv', 'https://t.co/e7k1vwewej', 'https://t.co/a3tmbkdlam', 'icymi', 'cryptocurrency', 'amp', 'https://t.co/azmzuwvmid']]","[""['blackberry', 'system']""]",none
"US Extradites Russian On Money-Laundering Charges https://t.co/6vOR1SemAm US Extradites Russian On Money-Laundering Charges

The Russian national, who was extradited from the Netherlands, has been accused of money laundering in the Ryuk ransomware case. … https://t.co/EX540HaBbV","[['money', 'laundering', 'ryuk', 'ransomware', 'russian', 'accused', 'gang', 'u.s.', 'extradited', 'charges']]",none,none
"SandStrike spyware spreads through VPN -- Kaspersky

Sandstrike, a previously unknown Android espionage campaign, has been spreading spyware to a Persian-speaking religion minority, Baha'i. Kaspers...
#Technology #SentinelOne #Kaspersky #Cybersecurity
https://t.co/CsZsAHzL3v","[['android', 'persian', 'sandstrike', 'spyware', 'minority', 'religion', 'malware', 'vpn', 'campaign', 'kaspersky']]",none,none
"Vice Society Ransomware Victim: Seguros Equinoccial - https://t.co/yodUrfoDFh

#Vice #Ransomware #OSINT #ThreatIntel #darkweb #TOR","[['seguros', 'equinoccial', 'vice', 'ransomware', 'society', 'victim', 'threatintel', 'luna', 'data', 'darkweb']]","[""['p&c', 'gpe'], ['delinian', 'norp']""]",none
"Wipermania: Malware Remains a Potent Threat, 10 Years Since 'Shamoon'
via @DarkReading
#Proficio #ThreatNews #Cybersecurity #MSSP #MDR
https://t.co/TemK8n1H06","[['threat', 'years', 'shamoon', 'potent', 'malware', 'wipermania', 'cybersecurity', '|', 'reading', 'dark']]","[""['years', 'date'], ['malware', 'person'], ['hat', 'organization']""]",none
"DNV's ShipManager software experienced a #cyberattack early in January resulting in DNV experts shutting down the IT server's in response. Onboard, offline functions are still available to all users which the incident is investigated. @PortTechnology  
https://t.co/jrMv6XLhk8","[['dnv', 'shipmanager', 'attack', 'software', 'cyber', 'ships', 'cyberattack', 'management', 'cybersecurity', 'ransomware']]","[""['january', 'date'], ['dnv', 'organization']""]",none
"Hackers are abusing the Windows Problem Reporting (WerFault.exe) error reporting tool for Windows to load malware into a compromised system's memory using a DLL sideloading technique.

#cybersecurity #Security #infosec #infosecurity #Microsoft #Windows #malware #windows10 #abuse https://t.co/uCfZscXEQm","[['windows', 'malware', 'dll', 'werfault.exe', 'tool', 'sideloading', 'hackers', 'problem', 'reporting', 'error']]",none,none
"🚨ALERT: SmokeLoader campaign distributes new Laplas Clipper malware - 

Cyble researchers uncovered a SmokeLoader campaign that is distributing...

Find more: https://t.co/uXNiwLullF 

#cybermaterial #cybersecurity #infosec #alert #laplas #smokeloader #malware #clipper https://t.co/fXwMfBl0lf","[['malware', 'clipper', 'laplas', 'smokeloader', 'cryptocurrency', 'users', 'targeting', 'new', 'cybersecurity', 'infosec']]","[""['cyble', 'organization'], ['clipper', 'malware']""]",none
"Attackers use a modified version of SolidBit ransomware to victimise fans of a popular online game @LeagueOfLegends &amp; @instagram users.

#Security #CyberSecurity #CyberSecurityNews #CyberSec #InfoSec #InfoSecurity #InfoSecurityNews #Ransomware 

https://t.co/8575aLPgUo","[['ransomware', 'solidbit', 'cybersecurity', 'malware', 'users', 'legends', 'variant', 'players', 'league', 'infosec']]","[""['instagram', 'organization']""]",none
"#Ukraine says Russian #hacktivists use new #SomniaRansomware
https://t.co/4uWjhnBElr

#FRwL aka #ZTeam (#UAC0118) infected multiple orgs with #ransomware strain called #Somnia - encrypting systems &amp; causing operation problems.
#CyberSecurity #InfoSec #Hacking #Malware #DataWiper","[['somnia', 'ukraine', 'hacktivists', 'ransomware', 'cybersecurity', 'infosec', 'malware', 'russia', 'strain', 'organizations']]","[""['somnia', 'malware']""]",none
"Chinese 'Spyder Loader' Malware Spotted Targeting Organizations in Hong Kong 
The China-aligned espionage-focused actor dubbed Winnti has set its sights on government organizations in Hong Kong as part of an ongoing campaign dubbed Operation CuckooBees.
… https://t.co/mFw18VDPxH","[['hong', 'kong', 'organizations', 'spyder', 'loader', 'winnti', 'malware', 'government', 'china', 'espionage']]","[""['symantec', 'organization'], ['chinese', 'norp'], ['china', 'gpe'], ['spyder', 'malware']""]",none
"RT TheHackersNews ""A new feature-rich version of SpyNote #Android spyware has been detected targeting financial institutions, including HSBC UK, Deutsche Bank, Kotak Mahindra Bank and Nubank.

Read: https://t.co/oSyLMf0YYJ

#infosec #hacking #malware #technews #cybersecurity"" S…","[['feature', 'spynote', 'cybersecurity', 'technews', 'hsbc', 'malware', 'hacking', 'calls', 'version', 'bank']]","[""['android', 'system'], ['spynote', 'malware'], ['apps', 'person']""]",none
"Iranian Hackers Strike Diamond Industry with Data-Wiping Malware in Supply-Chain Attack

ESET: Iranian advanced persistent threat (APT) actor known as Agrius has been attributed as behind data wiper ...
#Cybersecurity #Technology #Israel #Politics #IT
https://t.co/09U6s87hdN","[['data', 'malware', 'wiping', 'attack', 'industry', 'diamond', 'hackers', 'chain', 'supply', 'strike']]","[""['iranian', 'norp'], ['eset', 'organization'], ['israel', 'gpe'], ['fantasy', 'malware'], ['diamond', 'malware']""]",none
"Alert: Bluebottle #cybercrime group linked to targeted attacks on financial sector in French-speaking African countries.

Read: https://t.co/n3TxcCh8gs

Symantec reports the group uses living-off-the-land &amp; dual use tools, with no custom malware.

#infosec #cybersecurity #hacking","[['group', 'cybersecurity', 'malware', 'cybercrime', 'symantec', 'land', 'amp', 'attacks', 'sector', 'infosec']]","[""['french', 'language'], ['bluebottle', 'organization'], ['africa', 'loc'], ['symantec', 'organization']""]",none
"RT TheHackersNews ""Researchers uncover ""TeslaGun,"" a previously undocumented software control panel used by the financially motivated cybercrime group TA505 to manage its ""ServHelper"" backdoor #malware attacks.

Read details: https://t.co/uD5pQAZRdV

#infosec #cybersecurity #ha…","[['panel', 'teslagun', 'servhelper', 'backdoor', 'ta505', 'hackers', 'attacks', 'cybersecurity', 'experts', 'infosec']]","[""['ta505', 'malware'], ['servhelper', 'malware']""]",none
"WIP19 Espionage | New Chinese APT Targets IT Service Providers and Telcos With Signed Malware
https://t.co/iE2y3F52QQ

#Infosec #Secinfo #Security #CeptBiro #Cybersecurity #WIP19 #Espionage #Chinese #APT #ITServiceProviders #Telcos #Malware","[['wip19', 'service', 'providers', 'telcos', 'apt', 'group', 'targets', 'cyberespionage', 'threat', 'chinese']]","[""['sqlmaggieantivirus_64.dll', 'filename'], ['wip19', 'indicator'], ['chinese', 'norp']""]","['CVE-2022-37969', 'CVE-2022-40684']"
"A new ransomware operator managed to target a whole German village. Just to show you can trust them (ha!) they’ll offer to decrypt 5MB of files for free. Don’t pay them a penny!

#ransomware #CyberCrime #Trigona #tech #MSP #cybersecurity

https://t.co/JfBi9xUvce","[['trigona', 'cybercrime', 'ransomware', 'penny', 'mb', 'operator', 'village', '@imbrakoby', '@kwekugem', 's']]","[""['techradar', 'organization']""]",none
Researchers Detail Malicious Tools Used by Cyberespionage Group Earth Aughisky: A new piece of research has detailed the increasingly sophisticated nature of the malware toolset employed by an advanced persistent threat (APT) group… https://t.co/whc5snH0qp DeepBlue Security https://t.co/LHPWlzjRub,"[['group', 'earth', 'tools', 'aughisky', 'detail', 'researchers', 'cyberespionage', 'cybersecurity', 'nature', 'malware']]","[""['december', 'date']""]",none
.@TrendMicro investigate a vulnerable anti-cheat driver for the game #GenshinImpact. The driver is currently being abused by a #ransomware actor to kill #antivirus processes and services for mass-deploying ransomware. Learn more here: https://t.co/UfSnBZvsrl #infosec #security,"[['driver', 'game', 'genshin', 'impact', '.@trendmicro', 'actor', 'antivirus', 'processes', 'services', 'mass']]","[""['mhyprot2.sys', 'filename'], ['windows', 'system']""]",none
"""Check Point Research"": Following the Scent of TrickGate: 6-Year-Old Packer Used to Deploy the Most Wanted Malware ... mas info aqui https://t.co/xoQ6cCcAUn by @_CPResearch_","[['malware', 'year', 'trickgate', 'old', 'packer', 'scent', 'wanted', 'research', 'point', 'check']]",none,none
"ESET researchers identified an active StrongPity APT group campaign leveraging a fully functional but trojanized version of the legitimate #Telegram app, which despite being non-existent, has been repackaged as the Shagle app.
#Apps #Hacking #Android https://t.co/9bsnBKiR1v","[['strongpity', 'android', 'app', 'telegram', 'users', 'hackers', 'target', 'group', 'cybersecurity', 'campaign']]","[""['android', 'system'], ['strongpity', 'malware'], ['shagle', 'malware'], ['eset', 'organization']""]",none
"Researchers have reported an increase in TrueBot #malware infections, involving a new variant that abuses the Netwrix Auditor #vulnerability and the Raspberry Robin worm to attack Mexico, Brazil, and the United States.

Read: https://t.co/oxvnd6oPTO

#infosec #cybersecurity","[['netwrix', 'truebot', 'auditor', 'variant', 'malware', 'new', 'bug', 'worm', 'robin', 'raspberry']]","[""['truebot', 'malware'], ['brazil', 'gpe'], ['mexico', 'gpe']""]",['CVE-2022-31199']
"The privacy-focused messaging app Signal has confirmed that the phone numbers and SMS codes of 1,900 users have been exposed because of a data breach at verification partner Twilio. When it comes to privacy and security in messaging apps, Singal is the fir https://t.co/eztpzc5Y5T","[['twilio', 'signal', 'users', 'numbers', 'phone', 'hack', 'breach', 'security', 'accounts', 'cybersecurity']]","[""['twilio', 'organization']""]",none
"Sonatype shines light on typosquatting ransomware threat in PyPI

It's all fun and games until somebody gets their files encrypted

Miscreants making use of typosquatting are being spotted by researchers at Sonatype, emphasizing the need to check that th… https://t.co/vBnXnJJuCC","[['sonatype', 'pypi', 'light', 'threat', 'use', 'cybersecurity', 'attacks', 'packages', 'typosquatting', 'miscreants']]",none,none
"former #Conti cybercrime gang members, now part of a group tracked as UAC-0098, are targeting Ukrainian organizations and European non-governmental organizations

#UAC0098 #ukraine #NGO #ransomware #malware #security #cybersecurity #hackers #hacking

https://t.co/w0YcVoxIdb https://t.co/urY85IjADs","[['ukraine', 'google', 'conti', 'members', 'uac-0098', 'gang', 'organizations', 'group', 'cybercrime', 'ransomware']]",none,none
"Malware dev claims to sell new BlackLotus Windows UEFI bootkit 

https://t.co/7pP70TYhwZ

- via AttackIO CyberSecurity

#cybersecurity #security #infosec #cybercrime #attackio #vatins #cyber #cybersecuritynews","[['uefi', 'blacklotus', 'bootkit', 'windows', 'malware', 'dev', 'cybersecurity', 'threat', 'forums', 'infosec']]","[""['windows', 'system']""]",none
"Researchers reported 3 new BIOS vulnerabilities discovered in the UEFI firmware of #Lenovo notebook models, including Yoga, IdeaPad and ThinkBook.

Read: https://t.co/uKur2Jvp6t

#infosec #cybersecurity #hacking #malware","[['lenovo', 'firmware', 'vulnerabilities', 'cybersecurity', 'uefi', 'infosec', 'models', 'yoga', 'boot', 'notebook']]",none,"['CVE-2022-1891', 'CVE-2022-3431', 'CVE-2022-1890', 'CVE-2021-3971', 'CVE-2021-3972', 'CVE-2022-1892', 'CVE-2022-3432', 'CVE-2021-3970', 'CVE-2022-3430']"
The Record by Recorded Future | 7-year Android malware campaign targeted Uyghurs: report https://t.co/oxJxaJ8Vd7,"[['campaign', 'uyghurs', 'malware', 'android', 'year', 'report', 'targeted', 'record', 'future', 'infosec']]","[""['china', 'gpe']""]",none
gizmodo: hackers hide malware in app pretending to be china-repressed uyghur activist's memoir https://t.co/xvZQnHViVF,"[['china', 'pretending', 'repressed', 'app', 'uyghur', 'malware', 'memoir', 'hackers', 'activist', 'hide']]","[""['china', 'gpe'], ['isa', 'org'], ['uyghur', 'organization']""]",none
"RomCom RAT malware campaign impersonates KeePass, SolarWinds NPM, Veeam... 🐀 🕵️

🖱️ https://t.co/s0x8zVj3wB

#romcomrat #RatVerified #RomCom #malware #cybersecurity #cybersecuritytips #cybersecuritynews #cybersec #DataSecurity #dataprotection #data #USA #America #Americans #Web","[['solarwinds', 'keepass', 'malware', 'rat', 'romcom', 'veeam', 'npm', 'campaign', 'cybersecurity', 'news']]","[""['romcomrat', 'malware'], ['solarwinds', 'malware']""]",none
"AcidRain Malware and Viasat Network Downtime in Ukraine: Assessing the Cyber War Threat.

https://t.co/givdWgqrKo #infosec #cybersec #CyberSecurity #viasat #malware #Ukraine","[['viasat', 'ukraine', 'acidrain', 'malware', 'threat', 'cyber', 'downtime', 'war', 'network', 'attack']]","[""['russia', 'gpe'], ['viasat', 'organization'], ['acidrain', 'malware']""]",none
"VirusTotal: Threat Actors Mimic Legitimate Apps, Use Stolen Certs to Spread Malware: https://t.co/FhdNQFV9oM by Dark Reading #infosec #software #technology","[['virustotal', 'malware', 'apps', 'certs', 'legitimate', 'threat', 'actors', 'use', 'mimic', 'spread']]",none,none
